2012-08-24 18:32:37|13824|api-QUERY|1||
2012-08-24 18:32:37|661346|api-QUERY|2||
2012-08-24 18:32:38|38661|api-QUERY|3||
2012-08-24 18:32:38|455431|api-QUERY|4||
2012-08-24 18:32:38|943336|api-QUERY|5||
2012-08-24 18:32:39|425654|api-QUERY|6||
2012-08-24 18:32:40|7920|api-QUERY|7||
2012-08-24 18:32:40|494540|api-QUERY|8||
2012-08-24 18:32:40|966319|api-QUERY|9||
2012-08-24 18:34:13|463403|api-QUERY|1||
2012-08-24 18:34:13|951058|api-QUERY|2||
2012-08-24 18:34:14|487638|api-QUERY|3||
2012-08-24 18:34:15|144780|api-QUERY|4||
2012-08-24 18:34:15|793605|api-QUERY|5||
2012-08-24 18:34:16|407275|api-QUERY|6||
2012-08-24 18:34:17|81407|api-QUERY|7||
2012-08-24 18:34:17|790153|api-QUERY|8||
2012-08-24 18:34:18|511743|api-QUERY|9||
2012-08-24 18:34:19|234477|api-QUERY|10||
2012-08-24 18:34:19|880060|api-QUERY|11||
2012-08-24 18:34:20|514565|api-QUERY|12||
2012-08-24 18:34:21|96087|api-QUERY|13||
2012-08-24 18:34:22|274712|api-QUERY|14||
2012-08-24 18:34:22|965514|api-QUERY|15||
2012-08-24 18:34:23|594713|api-QUERY|16||
2012-08-24 18:34:24|200759|api-QUERY|17||
2012-08-24 18:34:24|802466|api-QUERY|18||
2012-08-24 18:34:25|391567|api-QUERY|19||
2012-08-24 18:34:26|88544|api-QUERY|20||
2012-08-24 18:34:26|729814|api-QUERY|21||
2012-08-24 18:34:27|350425|api-QUERY|22||
2012-08-24 18:34:27|918256|api-QUERY|23||
2012-08-24 18:34:28|559171|api-QUERY|24||
2012-08-24 18:34:29|18670|api-QUERY|25||
2012-08-24 18:34:29|549941|api-QUERY|26||
2012-08-24 18:34:30|194547|api-QUERY|27||
2012-08-24 18:34:30|854125|api-QUERY|28||
2012-08-24 18:34:31|464768|api-QUERY|29||
2012-08-24 18:34:32|71899|api-QUERY|30||
2012-08-24 18:34:35|672453|api-QUERY|31||
2012-08-24 18:34:36|557956|api-QUERY|32||
2012-08-24 18:34:37|170815|api-QUERY|33||
2012-08-24 18:34:37|869845|api-QUERY|34||
2012-08-24 18:34:38|414674|api-QUERY|35||
2012-08-24 18:34:39|9379|api-QUERY|36||
2012-08-24 18:34:39|679791|api-QUERY|37||
2012-08-24 18:34:40|386983|api-QUERY|38||
2012-08-24 18:34:41|71407|api-QUERY|39||
2012-08-24 18:34:41|697461|api-QUERY|40||
2012-08-24 18:34:42|332227|api-QUERY|41||
2012-08-24 18:34:43|67541|api-QUERY|42||
2012-08-24 18:34:43|676943|api-QUERY|43||
2012-08-24 18:34:44|472273|api-QUERY|44||
2012-08-24 18:34:45|62686|api-QUERY|45||
2012-08-24 18:34:45|655178|api-QUERY|46||
2012-08-24 18:34:46|306638|api-QUERY|47||
2012-08-24 18:34:46|969935|api-QUERY|48||
2012-08-24 18:34:47|655394|api-QUERY|49||
2012-08-24 18:34:48|314362|api-QUERY|50||
2012-08-24 18:34:49|13265|api-QUERY|51||
2012-08-24 18:34:49|647156|api-QUERY|52||
2012-08-24 18:34:53|298036|api-QUERY|53||
2012-08-24 18:34:53|965337|api-QUERY|54||
2012-08-24 18:34:54|718763|api-QUERY|55||
2012-08-24 18:34:55|356588|api-QUERY|56||
2012-08-24 18:34:55|900763|api-QUERY|57||
2012-08-24 18:34:56|562719|api-QUERY|58||
2012-08-24 18:34:57|177271|api-QUERY|59||
2012-08-24 18:35:00|890283|api-QUERY|60||
2012-08-24 18:35:01|528400|api-QUERY|61||
2012-08-24 18:35:02|206009|api-QUERY|62||
2012-08-24 18:35:02|820029|api-QUERY|63||
2012-08-24 18:35:03|489072|api-QUERY|64||
2012-08-24 18:35:04|120395|api-QUERY|65||
2012-08-24 18:35:04|960846|api-QUERY|66||
2012-08-24 18:35:05|588136|api-QUERY|67||
2012-08-24 18:35:06|246150|api-QUERY|68||
2012-08-24 18:35:06|888307|api-QUERY|69||
2012-08-24 18:35:07|587627|api-QUERY|70||
2012-08-24 18:35:08|205862|api-QUERY|71||
2012-08-24 18:35:08|916023|api-QUERY|72||
2012-08-24 18:35:09|480617|api-QUERY|73||
2012-08-24 18:35:10|80319|api-QUERY|74||
2012-08-24 18:35:10|850976|api-QUERY|75||
2012-08-24 18:35:11|521322|api-QUERY|76||
2012-08-24 18:35:12|160872|api-QUERY|77||
2012-08-24 18:35:12|845323|api-QUERY|78||
2012-08-24 18:35:13|499079|api-QUERY|79||
2012-08-24 18:35:14|192770|api-QUERY|80||
2012-08-24 18:35:14|847115|api-QUERY|81||
2012-08-24 18:35:15|477223|api-QUERY|82||
2012-08-24 18:35:16|84508|api-QUERY|83||
2012-08-24 18:35:16|798236|api-QUERY|84||
2012-08-24 18:35:17|417975|api-QUERY|85||
2012-08-24 18:35:18|56214|api-QUERY|86||
2012-08-24 18:35:18|658995|api-QUERY|87||
2012-08-24 18:35:19|291867|api-QUERY|88||
2012-08-24 18:35:19|903812|api-QUERY|89||
2012-08-24 18:35:20|500176|api-QUERY|90||
2012-08-24 18:35:21|122674|api-QUERY|91||
2012-08-24 18:35:21|796828|api-QUERY|92||
2012-08-24 18:35:22|470921|api-QUERY|93||
2012-08-24 18:35:23|127135|api-QUERY|94||
2012-08-24 18:35:23|776319|api-QUERY|95||
2012-08-24 18:35:24|466097|api-QUERY|96||
2012-08-24 18:35:25|78604|api-QUERY|97||
2012-08-24 18:35:25|744589|api-QUERY|98||
2012-08-24 18:35:26|364052|api-QUERY|99||
2012-08-24 18:35:27|27288|api-QUERY|100||
2012-08-24 18:35:27|648959|api-QUERY|101||
2012-08-24 18:35:28|374964|api-QUERY|102||
2012-08-24 18:35:29|25459|api-QUERY|103||
2012-08-24 18:35:29|701451|api-QUERY|104||
2012-08-24 18:35:30|317223|api-QUERY|105||
2012-08-24 18:35:30|976842|api-QUERY|106||
2012-08-24 18:35:31|567212|api-QUERY|107||
2012-08-24 18:35:32|155685|api-QUERY|108||
2012-08-24 18:35:32|772902|api-QUERY|109||
2012-08-24 18:35:33|394304|api-QUERY|110||
2012-08-24 18:35:34|29873|api-QUERY|111||
2012-08-24 18:35:34|672785|api-QUERY|112||
2012-08-24 18:35:35|703397|api-QUERY|113||
2012-08-24 18:35:36|310280|api-QUERY|114||
2012-08-24 18:35:36|959783|api-QUERY|115||
2012-08-24 18:35:37|549796|api-QUERY|116||
2012-08-24 18:35:38|173759|api-QUERY|117||
2012-08-24 18:35:38|780701|api-QUERY|118||
2012-08-24 18:35:39|432886|api-QUERY|119||
2012-08-24 18:35:40|28542|api-QUERY|120||
2012-08-24 18:35:40|689471|api-QUERY|121||
2012-08-24 18:35:41|326219|api-QUERY|122||
2012-08-24 18:35:41|970434|api-QUERY|123||
2012-08-24 18:35:42|566933|api-QUERY|124||
2012-08-24 18:35:43|292412|api-QUERY|125||
2012-08-24 18:35:43|858403|api-QUERY|126||
2012-08-24 18:35:44|585196|api-QUERY|127||
2012-08-24 18:35:45|273226|api-QUERY|128||
2012-08-24 18:35:45|927770|api-QUERY|129||
2012-08-24 18:35:46|598886|api-QUERY|130||
2012-08-24 18:35:47|274112|api-QUERY|131||
2012-08-24 18:35:47|981555|api-QUERY|132||
2012-08-24 18:35:48|593268|api-QUERY|133||
2012-08-24 18:35:49|222614|api-QUERY|134||
2012-08-24 18:35:49|879501|api-QUERY|135||
2012-08-24 18:35:50|526199|api-QUERY|136||
2012-08-24 18:35:51|150170|api-QUERY|137||
2012-08-24 18:35:51|815787|api-QUERY|138||
2012-08-24 18:35:52|492367|api-QUERY|139||
2012-08-24 18:35:53|194215|api-QUERY|140||
2012-08-24 18:35:53|869330|api-QUERY|141||
2012-08-24 18:35:54|536958|api-QUERY|142||
2012-08-24 18:35:55|250831|api-QUERY|143||
2012-08-24 18:35:56|16440|api-QUERY|144||
2012-08-24 18:35:56|635181|api-QUERY|145||
2012-08-24 18:35:57|299905|api-QUERY|146||
2012-08-24 18:35:57|932275|api-QUERY|147||
2012-08-24 18:35:58|636244|api-QUERY|148||
2012-08-24 18:35:59|277734|api-QUERY|149||
2012-08-24 18:35:59|954329|api-QUERY|150||
2012-08-24 18:36:00|608212|api-QUERY|151||
2012-08-24 18:36:01|290172|api-QUERY|152||
2012-08-24 18:36:02|6402|api-QUERY|153||
2012-08-24 18:36:02|683011|api-QUERY|154||
2012-08-24 18:36:03|370962|api-QUERY|155||
2012-08-24 18:36:03|984543|api-QUERY|156||
2012-08-24 18:36:04|610447|api-QUERY|157||
2012-08-24 18:36:05|337490|api-QUERY|158||
2012-08-24 18:36:05|955844|api-QUERY|159||
2012-08-24 18:36:06|665249|api-QUERY|160||
2012-08-24 18:36:07|300022|api-QUERY|161||
2012-08-24 18:36:07|950541|api-QUERY|162||
2012-08-24 18:36:08|577844|api-QUERY|163||
